scenario,gtap_region,resolution,disbursement,gdp_2030,gdp_2040,gdp_2050
32,Saudi Arabia,individual,SIDS and LDCs,-0.079,-0.190,-0.235
32,Serbia,individual,SIDS and LDCs,-0.018,-0.043,-0.051
32,Singapore,individual,SIDS and LDCs,-0.064,-0.163,-0.199
32,Slovenia,individual,SIDS and LDCs,-0.047,-0.120,-0.146
32,South Africa,individual,SIDS and LDCs,-0.073,-0.178,-0.232
32,Spain,individual,SIDS and LDCs,-0.040,-0.098,-0.122
32,Sri Lanka,individual,SIDS and LDCs,-0.053,-0.133,-0.170
32,Sweden,individual,SIDS and LDCs,-0.027,-0.066,-0.085
32,Syrian Arab Republic,individual,SIDS and LDCs,-0.063,-0.162,-0.180
32,Thailand,individual,SIDS and LDCs,-0.068,-0.174,-0.225
32,Trinidad and Tobago,individual,SIDS and LDCs,-0.118,-0.302,-0.364
32,Tunisia,individual,SIDS and LDCs,-0.089,-0.230,-0.277
32,Türkiye,individual,SIDS and LDCs,-0.069,-0.175,-0.225
32,Ukraine,individual,SIDS and LDCs,-0.083,-0.186,-0.244
32,United Arab Emirates,individual,SIDS and LDCs,-0.074,-0.191,-0.231
32,United Kingdom of Great Britain and Northern Ireland,individual,SIDS and LDCs,-0.029,-0.073,-0.092
32,United Republic of Tanzania,individual,SIDS and LDCs,0.008,-0.043,-0.087
32,United States of America,individual,SIDS and LDCs,-0.015,-0.039,-0.049
32,Uruguay,individual,SIDS and LDCs,-0.079,-0.184,-0.235
32,Uzbekistan,individual,SIDS and LDCs,-0.015,-0.037,-0.042
32,Venezuela (Bolivarian Republic of),individual,SIDS and LDCs,-0.025,-0.059,-0.074
32,Viet Nam,individual,SIDS and LDCs,-0.209,-0.601,-0.795
32,Zimbabwe,individual,SIDS and LDCs,-0.048,-0.116,-0.139
32,Albania,individual,none,-0.053,-0.151,-0.166
32,Algeria,individual,none,-0.112,-0.272,-0.346
32,Argentina,individual,none,-0.034,-0.083,-0.109
32,Armenia,individual,none,-0.038,-0.092,-0.124
32,Australia,individual,none,-0.073,-0.205,-0.282
32,Bahrain,individual,none,-0.101,-0.267,-0.344
32,Bangladesh,individual,none,-0.081,-0.219,-0.284
32,Belgium,individual,none,-0.062,-0.148,-0.188
32,Bolivia (Plurinational State of),individual,none,-0.016,-0.040,-0.053
32,Botswana,individual,none,-0.014,-0.044,-0.049
32,Brazil,individual,none,-0.046,-0.104,-0.133
32,Brunei Darussalam,individual,none,-0.075,-0.195,-0.233
32,Bulgaria,individual,none,-0.091,-0.219,-0.279
32,Cameroon,individual,none,-0.065,-0.178,-0.221
32,Canada,individual,none,-0.034,-0.085,-0.113
32,Chile,individual,none,-0.151,-0.362,-0.476
32,China,individual,none,-0.053,-0.132,-0.173
32,Colombia,individual,none,-0.075,-0.184,-0.238
32,Costa Rica,individual,none,-0.132,-0.321,-0.398
32,Croatia,individual,none,-0.028,-0.072,-0.086
32,Cyprus,individual,none,-0.070,-0.183,-0.222
32,Côte d'Ivoire,individual,none,-0.089,-0.247,-0.305
32,Denmark,individual,none,-0.029,-0.074,-0.092
32,Dominican Republic,individual,none,-0.076,-0.203,-0.255
32,Ecuador,individual,none,-0.101,-0.241,-0.296
32,Egypt,individual,none,-0.110,-0.302,-0.396
32,El Salvador,individual,none,-0.096,-0.233,-0.288
32,Equatorial Guinea,individual,none,-0.001,0.005,0.018
32,Estonia,individual,none,-0.046,-0.118,-0.148
32,Eswatini,individual,none,-0.017,-0.042,-0.051
32,Finland,individual,none,-0.046,-0.111,-0.142
32,France,individual,none,-0.016,-0.038,-0.048
32,Gabon,individual,none,-0.113,-0.291,-0.396
32,Georgia,individual,none,-0.064,-0.168,-0.212
32,Germany,individual,none,-0.025,-0.060,-0.078
32,Ghana,individual,none,-0.082,-0.228,-0.294
32,Greece,individual,none,-0.045,-0.104,-0.127
32,Guatemala,individual,none,-0.111,-0.255,-0.317
32,Honduras,individual,none,-0.158,-0.389,-0.487
32,India,individual,none,-0.038,-0.106,-0.145
32,Indonesia,individual,none,-0.078,-0.200,-0.277
32,Iran (Islamic Republic of),individual,none,-0.029,-0.071,-0.087
32,Iraq,individual,none,-0.041,-0.118,-0.171
32,Ireland,individual,none,-0.026,-0.070,-0.086
32,Israel,individual,none,-0.052,-0.131,-0.161
32,Italy,individual,none,-0.029,-0.071,-0.085
32,Japan,individual,none,-0.041,-0.099,-0.129
32,Jordan,individual,none,-0.025,-0.065,-0.082
32,Kenya,individual,none,-0.150,-0.375,-0.469
32,Kuwait,individual,none,-0.052,-0.130,-0.155
32,Latvia,individual,none,-0.054,-0.134,-0.171
32,Lithuania,individual,none,-0.052,-0.128,-0.155
32,Madagascar,individual,none,-0.112,-0.307,-0.400
32,Malaysia,individual,none,-0.104,-0.269,-0.346
32,Malta,individual,none,-0.198,-0.529,-0.612
32,Mauritius,individual,none,-0.080,-0.197,-0.244
32,Mexico,individual,none,-0.031,-0.082,-0.115
32,Morocco,individual,none,-0.101,-0.256,-0.318
32,Namibia,individual,none,-0.021,-0.055,-0.066
32,Netherlands (Kingdom of the),individual,none,-0.031,-0.075,-0.095
32,New Zealand,individual,none,-0.095,-0.236,-0.293
32,Nicaragua,individual,none,-0.136,-0.338,-0.422
32,Nigeria,individual,none,-0.049,-0.140,-0.179
32,Norway,individual,none,-0.021,-0.055,-0.074
32,Oman,individual,none,-0.127,-0.332,-0.443
32,Pakistan,individual,none,-0.051,-0.134,-0.177
32,Panama,individual,none,-0.076,-0.206,-0.257
32,Paraguay,individual,none,-0.063,-0.163,-0.212
32,Peru,individual,none,-0.129,-0.309,-0.409
32,Philippines,individual,none,-0.081,-0.210,-0.274
32,Poland,individual,none,-0.024,-0.062,-0.079
32,Portugal,individual,none,-0.052,-0.126,-0.156
32,Qatar,individual,none,-0.137,-0.346,-0.417
32,Republic of Korea,individual,none,-0.089,-0.218,-0.280
32,Rest of American SIDS,aggregate,none,-0.129,-0.359,-0.452
32,Rest of Asia,aggregate,none,-0.035,-0.085,-0.104
32,Rest of Asian SIDS and LDCs,aggregate,none,-0.123,-0.312,-0.409
32,Rest of Caribbean,aggregate,none,-0.069,-0.172,-0.218
32,Rest of Europe,aggregate,none,-0.021,-0.053,-0.065
32,Rest of LDC in Africa,aggregate,none,-0.097,-0.252,-0.328
32,Rest of Middle East and North Africa,aggregate,none,-0.075,-0.188,-0.215
32,Rest of Oceania,aggregate,none,-0.152,-0.393,-0.501
32,Rest of Western Africa,aggregate,none,-0.246,-0.675,-0.903
32,Rest of developing economies in Europe and Central Asia,aggregate,none,-0.029,-0.075,-0.093
32,Rest of landlocked economies in Africa,aggregate,none,-0.041,-0.104,-0.130
32,Rest of the world,aggregate,none,-0.023,-0.056,-0.073
32,Romania,individual,none,-0.023,-0.056,-0.071
32,Russian Federation,individual,none,-0.032,-0.079,-0.103
32,Saudi Arabia,individual,none,-0.089,-0.215,-0.268
32,Serbia,individual,none,-0.024,-0.059,-0.072
32,Singapore,individual,none,-0.078,-0.194,-0.237
32,Slovenia,individual,none,-0.043,-0.112,-0.135
32,South Africa,individual,none,-0.082,-0.198,-0.258
32,Spain,individual,none,-0.043,-0.106,-0.133
32,Sri Lanka,individual,none,-0.056,-0.141,-0.180
32,Sweden,individual,none,-0.028,-0.070,-0.091
32,Syrian Arab Republic,individual,none,-0.072,-0.184,-0.209
32,Thailand,individual,none,-0.082,-0.207,-0.267
32,Trinidad and Tobago,individual,none,-0.129,-0.326,-0.394
32,Tunisia,individual,none,-0.102,-0.261,-0.317
32,Türkiye,individual,none,-0.078,-0.196,-0.252
32,Ukraine,individual,none,-0.085,-0.191,-0.251
32,United Arab Emirates,individual,none,-0.096,-0.243,-0.299
32,United Kingdom of Great Britain and Northern Ireland,individual,none,-0.032,-0.080,-0.101
32,United Republic of Tanzania,individual,none,-0.108,-0.277,-0.341
32,United States of America,individual,none,-0.017,-0.043,-0.056
32,Uruguay,individual,none,-0.082,-0.189,-0.241
32,Uzbekistan,individual,none,-0.019,-0.047,-0.055
32,Venezuela (Bolivarian Republic of),individual,none,-0.026,-0.063,-0.080
32,Viet Nam,individual,none,-0.250,-0.709,-0.945
32,Zimbabwe,individual,none,-0.057,-0.137,-0.166
36,Albania,individual,none,-0.051,-0.152,-0.168
36,Algeria,individual,none,-0.106,-0.274,-0.353
36,Argentina,individual,none,-0.035,-0.089,-0.114
36,Armenia,individual,none,-0.039,-0.094,-0.126
36,Australia,individual,none,-0.075,-0.225,-0.293
36,Bahrain,individual,none,-0.107,-0.291,-0.364
36,Bangladesh,individual,none,-0.082,-0.234,-0.298
36,Belgium,individual,none,-0.063,-0.156,-0.196
36,Bolivia (Plurinational State of),individual,none,-0.017,-0.043,-0.056
36,Botswana,individual,none,-0.018,-0.053,-0.053
36,Brazil,individual,none,-0.046,-0.111,-0.138
36,Brunei Darussalam,individual,none,-0.074,-0.206,-0.247
36,Bulgaria,individual,none,-0.086,-0.223,-0.285
36,Cameroon,individual,none,-0.068,-0.198,-0.234
36,Canada,individual,none,-0.034,-0.088,-0.117
36,Chile,individual,none,-0.158,-0.390,-0.497
36,China,individual,none,-0.053,-0.139,-0.179
36,Colombia,individual,none,-0.080,-0.202,-0.251
36,Costa Rica,individual,none,-0.141,-0.359,-0.423
36,Croatia,individual,none,-0.028,-0.074,-0.089
36,Cyprus,individual,none,-0.071,-0.191,-0.230
36,Côte d'Ivoire,individual,none,-0.091,-0.276,-0.323
36,Denmark,individual,none,-0.029,-0.077,-0.096
36,Dominican Republic,individual,none,-0.079,-0.225,-0.269
36,Ecuador,individual,none,-0.112,-0.269,-0.316
36,Egypt,individual,none,-0.114,-0.312,-0.411
36,El Salvador,individual,none,-0.098,-0.257,-0.304
36,Equatorial Guinea,individual,none,-0.002,0.002,0.017
36,Estonia,individual,none,-0.045,-0.120,-0.151
36,Eswatini,individual,none,-0.018,-0.049,-0.055
36,Finland,individual,none,-0.045,-0.114,-0.146
36,France,individual,none,-0.016,-0.040,-0.050
36,Gabon,individual,none,-0.111,-0.311,-0.410
36,Georgia,individual,none,-0.063,-0.174,-0.218
36,Germany,individual,none,-0.026,-0.063,-0.081
36,Ghana,individual,none,-0.084,-0.252,-0.310
36,Greece,individual,none,-0.045,-0.109,-0.133
36,Guatemala,individual,none,-0.118,-0.281,-0.336
36,Honduras,individual,none,-0.164,-0.428,-0.515
36,India,individual,none,-0.038,-0.115,-0.152
36,Indonesia,individual,none,-0.076,-0.206,-0.285
36,Iran (Islamic Republic of),individual,none,-0.035,-0.076,-0.093
36,Iraq,individual,none,-0.050,-0.131,-0.184
36,Ireland,individual,none,-0.025,-0.072,-0.089
36,Israel,individual,none,-0.052,-0.138,-0.168
36,Italy,individual,none,-0.030,-0.074,-0.089
36,Japan,individual,none,-0.043,-0.105,-0.133
36,Jordan,individual,none,-0.025,-0.067,-0.085
36,Kenya,individual,none,-0.167,-0.419,-0.501
36,Kuwait,individual,none,-0.062,-0.140,-0.168
36,Latvia,individual,none,-0.051,-0.136,-0.173
36,Lithuania,individual,none,-0.051,-0.132,-0.159
36,Madagascar,individual,none,-0.120,-0.347,-0.424
36,Malaysia,individual,none,-0.100,-0.281,-0.360
36,Malta,individual,none,-0.209,-0.550,-0.639
36,Mauritius,individual,none,-0.089,-0.220,-0.262
36,Mexico,individual,none,-0.031,-0.087,-0.119
36,Morocco,individual,none,-0.099,-0.266,-0.330
36,Namibia,individual,none,-0.024,-0.065,-0.071
36,Netherlands (Kingdom of the),individual,none,-0.031,-0.079,-0.099
36,New Zealand,individual,none,-0.103,-0.261,-0.313
36,Nicaragua,individual,none,-0.142,-0.376,-0.448
36,Nigeria,individual,none,-0.051,-0.158,-0.189
36,Norway,individual,none,-0.019,-0.056,-0.076
36,Oman,individual,none,-0.140,-0.354,-0.463
36,Pakistan,individual,none,-0.053,-0.145,-0.186
36,Panama,individual,none,-0.077,-0.228,-0.275
36,Paraguay,individual,none,-0.067,-0.179,-0.224
36,Peru,individual,none,-0.134,-0.332,-0.425
36,Philippines,individual,none,-0.077,-0.219,-0.284
36,Poland,individual,none,-0.023,-0.064,-0.081
36,Portugal,individual,none,-0.052,-0.133,-0.163
36,Qatar,individual,none,-0.170,-0.373,-0.449
36,Republic of Korea,individual,none,-0.095,-0.229,-0.291
36,Rest of American SIDS,aggregate,none,-0.132,-0.401,-0.482
36,Rest of Asia,aggregate,none,-0.040,-0.090,-0.111
36,Rest of Asian SIDS and LDCs,aggregate,none,-0.125,-0.331,-0.430
36,Rest of Caribbean,aggregate,none,-0.070,-0.190,-0.230
36,Rest of Europe,aggregate,none,-0.021,-0.055,-0.067
36,Rest of LDC in Africa,aggregate,none,-0.106,-0.275,-0.345
36,Rest of Middle East and North Africa,aggregate,none,-0.073,-0.192,-0.222
36,Rest of Oceania,aggregate,none,-0.160,-0.432,-0.532
36,Rest of Western Africa,aggregate,none,-0.257,-0.732,-0.939
36,Rest of developing economies in Europe and Central Asia,aggregate,none,-0.031,-0.078,-0.097
36,Rest of landlocked economies in Africa,aggregate,none,-0.047,-0.116,-0.139
36,Rest of the world,aggregate,none,-0.022,-0.060,-0.076
36,Romania,individual,none,-0.022,-0.057,-0.073
36,Russian Federation,individual,none,-0.032,-0.081,-0.106
36,Saudi Arabia,individual,none,-0.099,-0.229,-0.284
36,Serbia,individual,none,-0.023,-0.060,-0.073
36,Singapore,individual,none,-0.077,-0.205,-0.250
36,Slovenia,individual,none,-0.045,-0.119,-0.141
36,South Africa,individual,none,-0.088,-0.221,-0.270
36,Spain,individual,none,-0.044,-0.111,-0.138
36,Sri Lanka,individual,none,-0.056,-0.151,-0.190
36,Sweden,individual,none,-0.028,-0.073,-0.094
36,Syrian Arab Republic,individual,none,-0.073,-0.187,-0.216
36,Thailand,individual,none,-0.083,-0.218,-0.278
36,Trinidad and Tobago,individual,none,-0.140,-0.361,-0.422
36,Tunisia,individual,none,-0.100,-0.268,-0.327
36,Türkiye,individual,none,-0.077,-0.203,-0.260
36,Ukraine,individual,none,-0.082,-0.196,-0.257
36,United Arab Emirates,individual,none,-0.112,-0.264,-0.319
36,United Kingdom of Great Britain and Northern Ireland,individual,none,-0.033,-0.084,-0.105
36,United Republic of Tanzania,individual,none,-0.118,-0.310,-0.363
36,United States of America,individual,none,-0.017,-0.046,-0.058
36,Uruguay,individual,none,-0.082,-0.202,-0.251
36,Uzbekistan,individual,none,-0.024,-0.049,-0.059
36,Venezuela (Bolivarian Republic of),individual,none,-0.027,-0.068,-0.085
36,Viet Nam,individual,none,-0.239,-0.742,-0.986
36,Zimbabwe,individual,none,-0.061,-0.155,-0.177
43,Albania,individual,none,-0.059,-0.171,-0.165
43,Algeria,individual,none,-0.134,-0.331,-0.342
43,Argentina,individual,none,-0.045,-0.111,-0.113
43,Armenia,individual,none,-0.048,-0.111,-0.119
43,Australia,individual,none,-0.112,-0.274,-0.284
43,Bahrain,individual,none,-0.126,-0.360,-0.359
43,Bangladesh,individual,none,-0.101,-0.286,-0.285
43,Belgium,individual,none,-0.079,-0.191,-0.194
43,Bolivia (Plurinational State of),individual,none,-0.019,-0.050,-0.051
43,Botswana,individual,none,-0.016,-0.072,-0.067
43,Brazil,individual,none,-0.062,-0.138,-0.141
43,Brunei Darussalam,individual,none,-0.090,-0.248,-0.243
43,Bulgaria,individual,none,-0.110,-0.271,-0.279
43,Cameroon,individual,none,-0.082,-0.253,-0.246
43,Canada,individual,none,-0.043,-0.107,-0.111
43,Chile,individual,none,-0.197,-0.482,-0.489
43,China,individual,none,-0.068,-0.167,-0.172
43,Colombia,individual,none,-0.097,-0.251,-0.248
43,Costa Rica,individual,none,-0.165,-0.449,-0.436
43,Croatia,individual,none,-0.034,-0.088,-0.088
43,Cyprus,individual,none,-0.083,-0.227,-0.226
43,Côte d'Ivoire,individual,none,-0.110,-0.355,-0.346
43,Denmark,individual,none,-0.035,-0.091,-0.092
43,Dominican Republic,individual,none,-0.096,-0.284,-0.275
43,Ecuador,individual,none,-0.130,-0.338,-0.329
43,Egypt,individual,none,-0.131,-0.376,-0.381
43,El Salvador,individual,none,-0.122,-0.323,-0.316
43,Equatorial Guinea,individual,none,-0.008,-0.005,0.007
43,Estonia,individual,none,-0.055,-0.145,-0.148
43,Eswatini,individual,none,-0.021,-0.062,-0.059
43,Finland,individual,none,-0.056,-0.138,-0.142
43,France,individual,none,-0.020,-0.049,-0.049
43,Gabon,individual,none,-0.145,-0.388,-0.400
43,Georgia,individual,none,-0.074,-0.210,-0.214
43,Germany,individual,none,-0.029,-0.076,-0.079
43,Ghana,individual,none,-0.105,-0.322,-0.316
43,Greece,individual,none,-0.056,-0.134,-0.135
43,Guatemala,individual,none,-0.142,-0.350,-0.343
43,Honduras,individual,none,-0.200,-0.533,-0.518
43,India,individual,none,-0.050,-0.142,-0.144
43,Indonesia,individual,none,-0.104,-0.254,-0.269
43,Iran (Islamic Republic of),individual,none,-0.031,-0.091,-0.090
43,Iraq,individual,none,-0.048,-0.160,-0.150
43,Ireland,individual,none,-0.032,-0.086,-0.086
43,Israel,individual,none,-0.061,-0.164,-0.164
43,Italy,individual,none,-0.033,-0.088,-0.088
43,Japan,individual,none,-0.053,-0.127,-0.131
43,Jordan,individual,none,-0.029,-0.079,-0.080
43,Kenya,individual,none,-0.195,-0.530,-0.515
43,Kuwait,individual,none,-0.057,-0.169,-0.165
43,Latvia,individual,none,-0.065,-0.166,-0.170
43,Lithuania,individual,none,-0.067,-0.161,-0.160
43,Madagascar,individual,none,-0.146,-0.438,-0.421
43,Malaysia,individual,none,-0.142,-0.348,-0.352
43,Malta,individual,none,-0.220,-0.633,-0.628
43,Mauritius,individual,none,-0.105,-0.275,-0.267
43,Mexico,individual,none,-0.039,-0.106,-0.111
43,Morocco,individual,none,-0.122,-0.318,-0.319
43,Namibia,individual,none,-0.025,-0.084,-0.079
43,Netherlands (Kingdom of the),individual,none,-0.039,-0.097,-0.098
43,New Zealand,individual,none,-0.121,-0.324,-0.319
43,Nicaragua,individual,none,-0.169,-0.469,-0.457
43,Nigeria,individual,none,-0.061,-0.202,-0.194
43,Norway,individual,none,-0.027,-0.072,-0.074
43,Oman,individual,none,-0.156,-0.437,-0.446
43,Pakistan,individual,none,-0.065,-0.179,-0.177
43,Panama,individual,none,-0.114,-0.290,-0.278
43,Paraguay,individual,none,-0.085,-0.220,-0.219
43,Peru,individual,none,-0.170,-0.409,-0.418
43,Philippines,individual,none,-0.104,-0.266,-0.272
43,Poland,individual,none,-0.029,-0.078,-0.079
43,Portugal,individual,none,-0.064,-0.160,-0.161
43,Qatar,individual,none,-0.154,-0.451,-0.441
43,Republic of Korea,individual,none,-0.114,-0.281,-0.287
43,Rest of American SIDS,aggregate,none,-0.166,-0.502,-0.487
43,Rest of Asia,aggregate,none,-0.037,-0.107,-0.107
43,Rest of Asian SIDS and LDCs,aggregate,none,-0.149,-0.404,-0.409
43,Rest of Caribbean,aggregate,none,-0.088,-0.240,-0.236
43,Rest of Europe,aggregate,none,-0.024,-0.065,-0.066
43,Rest of LDC in Africa,aggregate,none,-0.120,-0.343,-0.342
43,Rest of Middle East and North Africa,aggregate,none,-0.084,-0.223,-0.219
43,Rest of Oceania,aggregate,none,-0.203,-0.541,-0.537
43,Rest of Western Africa,aggregate,none,-0.342,-0.924,-0.928
43,Rest of developing economies in Europe and Central Asia,aggregate,none,-0.033,-0.093,-0.094
43,Rest of landlocked economies in Africa,aggregate,none,-0.051,-0.145,-0.143
43,Rest of the world,aggregate,none,-0.029,-0.076,-0.075
43,Romania,individual,none,-0.028,-0.069,-0.071
43,Russian Federation,individual,none,-0.041,-0.100,-0.103
43,Saudi Arabia,individual,none,-0.103,-0.279,-0.279
43,Serbia,individual,none,-0.029,-0.070,-0.071
43,Singapore,individual,none,-0.101,-0.252,-0.251
43,Slovenia,individual,none,-0.050,-0.140,-0.140
43,South Africa,individual,none,-0.102,-0.277,-0.277
43,Spain,individual,none,-0.052,-0.134,-0.135
43,Sri Lanka,individual,none,-0.070,-0.185,-0.185
43,Sweden,individual,none,-0.035,-0.088,-0.091
43,Syrian Arab Republic,individual,none,-0.077,-0.213,-0.210
43,Thailand,individual,none,-0.102,-0.266,-0.271
43,Trinidad and Tobago,individual,none,-0.181,-0.461,-0.448
43,Tunisia,individual,none,-0.122,-0.319,-0.319
43,Türkiye,individual,none,-0.097,-0.248,-0.253
43,Ukraine,individual,none,-0.105,-0.241,-0.252
43,United Arab Emirates,individual,none,-0.113,-0.323,-0.321
43,United Kingdom of Great Britain and Northern Ireland,individual,none,-0.039,-0.101,-0.102
43,United Republic of Tanzania,individual,none,-0.136,-0.392,-0.380
43,United States of America,individual,none,-0.023,-0.056,-0.057
43,Uruguay,individual,none,-0.104,-0.248,-0.252
43,Uzbekistan,individual,none,-0.017,-0.058,-0.057
43,Venezuela (Bolivarian Republic of),individual,none,-0.035,-0.084,-0.083
43,Viet Nam,individual,none,-0.319,-0.890,-0.912
43,Zimbabwe,individual,none,-0.073,-0.195,-0.189
46,Albania,individual,All economies,-0.068,-0.126,-0.120
46,Algeria,individual,All economies,-0.187,-0.268,-0.264
46,Argentina,individual,All economies,-0.060,-0.081,-0.079
46,Armenia,individual,All economies,-0.040,-0.058,-0.058
46,Australia,individual,All economies,-0.159,-0.224,-0.224
46,Bahrain,individual,All economies,-0.189,-0.255,-0.238
46,Bangladesh,individual,All economies,-0.158,-0.222,-0.204
46,Belgium,individual,All economies,-0.157,-0.215,-0.217
46,Bolivia (Plurinational State of),individual,All economies,-0.016,-0.021,-0.017
46,Botswana,individual,All economies,-0.014,-0.015,-0.006
46,Brazil,individual,All economies,-0.079,-0.103,-0.101
46,Brunei Darussalam,individual,All economies,-0.141,-0.177,-0.157
46,Bulgaria,individual,All economies,-0.135,-0.187,-0.180
46,Cameroon,individual,All economies,-0.104,-0.142,-0.129
46,Canada,individual,All economies,-0.084,-0.115,-0.119
46,Chile,individual,All economies,-0.289,-0.401,-0.395
46,China,individual,All economies,-0.096,-0.127,-0.125
46,Colombia,individual,All economies,-0.139,-0.192,-0.179
46,Costa Rica,individual,All economies,-0.267,-0.362,-0.338
46,Croatia,individual,All economies,-0.070,-0.100,-0.100
46,Cyprus,individual,All economies,-0.127,-0.189,-0.181
46,Côte d'Ivoire,individual,All economies,-0.152,-0.198,-0.179
46,Denmark,individual,All economies,-0.084,-0.119,-0.122
46,Dominican Republic,individual,All economies,-0.156,-0.215,-0.198
46,Ecuador,individual,All economies,-0.198,-0.265,-0.247
46,Egypt,individual,All economies,-0.172,-0.263,-0.250
46,El Salvador,individual,All economies,-0.174,-0.231,-0.214
46,Equatorial Guinea,individual,All economies,-0.018,-0.008,0.003
46,Estonia,individual,All economies,-0.128,-0.186,-0.190
46,Eswatini,individual,All economies,-0.019,-0.023,-0.016
46,Finland,individual,All economies,-0.091,-0.125,-0.125
46,France,individual,All economies,-0.038,-0.050,-0.050
46,Gabon,individual,All economies,-0.206,-0.286,-0.288
46,Georgia,individual,All economies,-0.079,-0.119,-0.108
46,Germany,individual,All economies,-0.035,-0.046,-0.043
46,Ghana,individual,All economies,-0.103,-0.132,-0.110
46,Greece,individual,All economies,-0.095,-0.128,-0.126
46,Guatemala,individual,All economies,-0.204,-0.272,-0.254
46,Honduras,individual,All economies,-0.255,-0.339,-0.302
46,India,individual,All economies,-0.069,-0.098,-0.093
46,Indonesia,individual,All economies,-0.145,-0.201,-0.206
46,Iran (Islamic Republic of),individual,All economies,-0.043,-0.061,-0.055
46,Iraq,individual,All economies,-0.057,-0.081,-0.045
46,Ireland,individual,All economies,-0.005,-0.003,0.011
46,Israel,individual,All economies,-0.094,-0.129,-0.123
46,Italy,individual,All economies,-0.049,-0.069,-0.065
46,Japan,individual,All economies,-0.074,-0.099,-0.098
46,Jordan,individual,All economies,0.004,0.004,0.015
46,Kenya,individual,All economies,-0.150,-0.214,-0.185
46,Kuwait,individual,All economies,-0.056,-0.076,-0.054
46,Latvia,individual,All economies,-0.154,-0.221,-0.227
46,Lithuania,individual,All economies,-0.117,-0.163,-0.160
46,Madagascar,individual,All economies,-0.162,-0.221,-0.188
46,Malaysia,individual,All economies,-0.149,-0.180,-0.159
46,Malta,individual,All economies,-0.442,-0.675,-0.669
46,Mauritius,individual,All economies,-0.147,-0.196,-0.178
46,Mexico,individual,All economies,-0.066,-0.094,-0.095
46,Morocco,individual,All economies,-0.151,-0.218,-0.203
46,Namibia,individual,All economies,0.014,0.029,0.047
46,Netherlands (Kingdom of the),individual,All economies,-0.075,-0.102,-0.102
46,New Zealand,individual,All economies,-0.203,-0.273,-0.260
46,Nicaragua,individual,All economies,-0.169,-0.219,-0.183
46,Nigeria,individual,All economies,-0.070,-0.090,-0.076
46,Norway,individual,All economies,-0.035,-0.046,-0.044
46,Oman,individual,All economies,-0.225,-0.321,-0.308
46,Pakistan,individual,All economies,-0.056,-0.079,-0.066
46,Panama,individual,All economies,-0.197,-0.269,-0.256
46,Paraguay,individual,All economies,-0.107,-0.147,-0.136
46,Peru,individual,All economies,-0.248,-0.344,-0.343
46,Philippines,individual,All economies,-0.134,-0.169,-0.158
46,Poland,individual,All economies,-0.034,-0.046,-0.041
46,Portugal,individual,All economies,-0.097,-0.130,-0.126
46,Qatar,individual,All economies,-0.264,-0.377,-0.346
46,Republic of Korea,individual,All economies,-0.150,-0.202,-0.193
46,Rest of American SIDS,aggregate,All economies,-0.276,-0.379,-0.349
46,Rest of Asia,aggregate,All economies,-0.034,-0.048,-0.038
46,Rest of Asian SIDS and LDCs,aggregate,All economies,-0.084,-0.108,-0.067
46,Rest of Caribbean,aggregate,All economies,-0.130,-0.173,-0.164
46,Rest of Europe,aggregate,All economies,0.023,0.038,0.051
46,Rest of LDC in Africa,aggregate,All economies,-0.125,-0.182,-0.163
46,Rest of Middle East and North Africa,aggregate,All economies,-0.100,-0.155,-0.142
46,Rest of Oceania,aggregate,All economies,-0.202,-0.258,-0.224
46,Rest of Western Africa,aggregate,All economies,0.329,0.541,0.739
46,Rest of developing economies in Europe and Central Asia,aggregate,All economies,-0.044,-0.065,-0.060
46,Rest of landlocked economies in Africa,aggregate,All economies,0.024,0.035,0.051
46,Rest of the world,aggregate,All economies,-0.065,-0.091,-0.090
46,Romania,individual,All economies,0.001,0.005,0.014
46,Russian Federation,individual,All economies,-0.044,-0.059,-0.055
46,Saudi Arabia,individual,All economies,-0.152,-0.211,-0.191
46,Serbia,individual,All economies,-0.006,-0.004,0.005
46,Singapore,individual,All economies,-0.131,-0.161,-0.147
46,Slovenia,individual,All economies,-0.115,-0.164,-0.165
46,South Africa,individual,All economies,-0.133,-0.180,-0.171
46,Spain,individual,All economies,-0.071,-0.098,-0.093
46,Sri Lanka,individual,All economies,-0.099,-0.134,-0.123
46,Sweden,individual,All economies,-0.049,-0.067,-0.065
46,Syrian Arab Republic,individual,All economies,-0.482,-0.690,-0.684
46,Thailand,individual,All economies,-0.115,-0.146,-0.132
46,Trinidad and Tobago,individual,All economies,-0.305,-0.404,-0.381
46,Tunisia,individual,All economies,-0.141,-0.203,-0.184
46,Türkiye,individual,All economies,-0.128,-0.177,-0.171
46,Ukraine,individual,All economies,-0.098,-0.133,-0.125
46,United Arab Emirates,individual,All economies,-0.120,-0.158,-0.130
46,United Kingdom of Great Britain and Northern Ireland,individual,All economies,-0.056,-0.076,-0.073
46,United Republic of Tanzania,individual,All economies,-0.081,-0.104,-0.079
46,United States of America,individual,All economies,-0.031,-0.041,-0.039
46,Uruguay,individual,All economies,-0.164,-0.220,-0.221
46,Uzbekistan,individual,All economies,-0.033,-0.049,-0.044
46,Venezuela (Bolivarian Republic of),individual,All economies,-0.049,-0.064,-0.060
46,Viet Nam,individual,All economies,-0.224,-0.249,-0.149
46,Zimbabwe,individual,All economies,-0.062,-0.079,-0.068
